File,Date,word_count,JustClean,JustAfford,JustReliable,JustSustain,JustModern,CleanSent,AffordSent,ReliableSent,SustainSent,ModernSent,GreenJobSent,ScientistSent
https://www.govinfo.gov/content/pkg/CHRG-109shrg39104133/html/CHRG-109shrg39104133.htm,2005-03-10,21811,29,0,0,0,1,10,0,0,0,1,0,0
https://www.govinfo.gov/content/pkg/CHRG-109shrg39104132/html/CHRG-109shrg39104132.htm,2005-03-15,40302,16,10,10,1,1,16,9,11,5,0,0,0
"https://www.govinfo.gov/content/pkg/CHRG-109hhrg20471/html/CHRG-109hhrg20471.htm,https://www.govinfo.gov/content/pkg/CHRG-109hhrg20126/html/CHRG-109hhrg20126.htm",2005-03-16,45565,20,1,4,0,5,9,2,4,10,4,0,0
https://www.govinfo.gov/content/pkg/CHRG-109hhrg20688/html/CHRG-109hhrg20688.htm,2005-04-06,13477,6,6,2,2,1,5,4,2,3,0,0,0
https://www.govinfo.gov/content/pkg/CHRG-109shrg39104134/html/CHRG-109shrg39104134.htm,2005-04-07,45885,2,1,7,2,2,1,0,1,0,1,0,0
https://www.govinfo.gov/content/pkg/CHRG-109shrg39104135/html/CHRG-109shrg39104135.htm,2005-04-14,36516,2,1,24,0,13,0,0,3,0,0,0,0
https://www.govinfo.gov/content/pkg/CHRG-109hhrg20735/html/CHRG-109hhrg20735.htm,2005-04-27,60977,64,11,21,2,4,48,11,60,6,11,0,0
https://www.govinfo.gov/content/pkg/CHRG-109hhrg21364/html/CHRG-109hhrg21364.htm,2005-04-28,17981,4,0,3,2,0,2,1,5,0,0,0,1
https://www.govinfo.gov/content/pkg/CHRG-109shrg39104139/html/CHRG-109shrg39104139.htm,2005-04-29,155044,74,8,38,7,7,54,9,30,9,6,0,0
https://www.govinfo.gov/content/pkg/CHRG-109hhrg21446/html/CHRG-109hhrg21446.htm,2005-05-19,41878,27,16,9,0,0,22,23,8,1,0,0,0
"https://www.govinfo.gov/content/pkg/CHRG-109hhrg21641/html/CHRG-109hhrg21641.htm,https://www.govinfo.gov/content/pkg/CHRG-109hhrg21447/html/CHRG-109hhrg21447.htm",2005-05-24,64774,19,17,8,7,1,5,5,1,1,0,0,0
https://www.govinfo.gov/content/pkg/CHRG-109shrg32211/html/CHRG-109shrg32211.htm,2005-05-25,15452,11,0,1,0,0,5,0,1,0,0,0,0
