Word,Freq,Ignore,Bigram,Freq_b
powerpoint,1.0,,issue climate,1
ocean,1.0,,security look,1
dropped,1.0,,working subcommittee,1
orsted,1.0,,subcommittee fashion,1
developer,1.0,,fashion measure,1
othmatter,1.0,,measure enable,1
tandem,1.0,,enable make,1
combating,1.0,,significant progres,1
playa,1.0,,progres reducing,1
combatting,1.0,,emission oil,1
overreliance,1.0,,consumption protecting,1
,,,protecting job,1
,,,job benefit,1
,,,worker retiree,1
,,,retiree thank,1
,,,statement gettelfinger,1
,,,gettelfinger appear,1
,,,hearing boucher,1
,,,boucher thank,1
,,,much gettelfinger,1
,,,gettelfinger wagoner,1
,,,wagoner statement,1
,,,statement rick,1
,,,rick wagoner,1
,,,wagoner chairman,1
,,,chairman chier,1
,,,chier level,1
,,,initial smng,1
,,,smng ability,1
,,,ability sensitive,1
,,,sensitive specific,1
,,,specific characteristic,1
,,,characteristic situation,1
,,,situation given,1
,,,given chairman,1
,,,chairman continuing,1
,,,continuing obviously,1
,,,obviously youre,1
,,,youre aware,1
,,,aware concern,1
,,,concern competing,1
,,,competing force,1
,,,force mean,1
,,,mean side,1
,,,side weve,1
,,,got people,1
,,,people saying,1
,,,saying greenhouse,1
,,,gas ruin,1
,,,ruin planet,1
,,,planet hand,1
,,,hand weve,1
,,,got state,1
,,,state regulatory,1
,,,commission saying,1
,,,saying traditionally,1
,,,traditionally job,1
,,,get involved,1
,,,involved dont,1
,,,prescriptive dont,1
,,,prescriptive want,1
,,,prescriptive enough,1
,,,enough kerr,1
,,,kerr think,1
,,,think answer,1
,,,answer proof,1
,,,proof pudding,1
,,,pudding mean,1
,,,mean collebest,1
,,,collebest investment,1
,,,investment make,1
,,,make guarantee,1
,,,guarantee future,1
,,,future economic,1
,,,competitivenes im,1
,,,im convinced,1
,,,convinced next,1
,,,next global,1
,,,global industrial,1
,,,industrial revolution,1
,,,revolution depend,1
,,,depend substitution,1
,,,substitution renewable,1
,,,energy incumbent,1
,,,incumbent source,1
,,,source country,1
,,,country develop,1
,,,strong domestic,1
,,,domestic greentech,1
,,,industry surely,1
,,,surely advance,1
,,,advance economy,1
,,,economy provide,1
,,,future leader,1
,,,leader standard,1
,,,living highest,1
,,,highest world,1
,,,world largely,1
,,,largely due,1
,,,due leadership,1
,,,leadership technology,1
,,,technology innovation,1
,,,innovation past,1
,,,past half,1
,,,century dont,1
,,,dont act,1
,,,act decisively,1
,,,decisively stillica,1
,,,stillica initiative,1
,,,initiative many,1
,,,many recent,1
,,,recent documented,1
,,,documented report,1
,,,report research,1
,,,research show,1
,,,show continued,1
,,,continued robust,1
,,,investment growth,1
,,,market market,1
,,,market grow,1
,,,grow need,1
,,,need quality,1
,,,quality accessible,1
,,,accessible training,1
,,,good new,1
,,,new framework,1
,,,framework place,1
,,,place give,1
,,,give tool,1
,,,need develop,1
,,,strong workforce,1
,,,workforce nabcep,1
,,,nabcep north,1
,,,north board,1
,,,board certified,1
,,,certified energy,1
,,,energy practitioner,1
,,,practitioner offer,1
,,,offer professional,1
,,,professional credential,1
,,,credential renewable,1
,,,energy installer,1
,,,installer since,1
,,,since na,1
,,,na fact,1
,,,fact market,1
,,,based prediction,1
,,,prediction rising,1
,,,rising retail,1
,,,retail electric,1
,,,grid price,1
,,,price volatile,1
,,,volatile pump,1
,,,pump price,1
,,,price climate,1
,,,change increasing,1
,,,increasing value,1
,,,independence new,1
,,,new expanded,1
,,,expanded state,1
,,,state federal,1
,,,policy influence,1
,,,influence resulting,1
,,,resulting new,1
,,,training trend,1
,,,trend renewable,1
,,,industry fortunate,1
,,,fortunate number,1
,,,number training,1
,,,center florida,1
,,,florida solar,1
,,,energy center,1
,,,center solar,1
,,,international midwest,1
,,,midwest renewable,1
,,,association north,1
,,,carolina solar,1
,,,solar centehum,1
,,,centehum hybrid,1
,,,hybrid could,1
,,,could replace,1
,,,replace roar,1
,,,roar engine,1
,,,engine racetrack,1
,,,racetrack plug,1
,,,car hold,1
,,,hold even,1
,,,even greater,1
,,,greater promise,1
,,,promise reducing,1
,,,emission early,1
,,,early indication,1
,,,indication suggest,1
,,,suggest technology,1
,,,technology fully,1
,,,fully employed,1
,,,employed could,1
,,,could reduce,1
,,,reduce oil,1
,,,consumption million,1
,,,million barrel,1
,,,barrel day,1
,,,day greenhouse,1
,,,percent promising,1
,,,promising indeed,1
,,,indeed plug,1
,,,car technology,1
,,,technology winner,1
,,,winner race,1
,,,race free,1
,,,free foreign,1
,,,gas answer,1
,,,think anybody,1
,,,anybody else,1
,,,else either,1
,,,either shonergy,1
,,,shonergy source,1
,,,source wind,1
,,,solar sun,1
,,,sun shining,1
,,,shining wind,1
,,,wind blowing,1
,,,blowing bill,1
,,,bill good,1
,,,good first,1
,,,step helping,1
,,,helping country,1
,,,country achieve,1
,,,achieve goal,1
,,,goal greater,1
,,,greater use,1
,,,use emerging,1
,,,technology doubtles,1
,,,doubtles create,1
,,,lot new,1
,,,nation reduce,1
,,,emission prepared,1
,,,hon gordon,1
,,,gordon h,1
,,,h smith,1
,,,smith oregon,1
,,,appreciate convening,1
,,,convening hearing,1
,,,hearing national,1
,,,national geothermal,1
,,,geothermal initiative,1
,,,initiative act,1
,,,act like,1
,,,welcome president,1
,,,president grimsson,1
,,,grimsson iceland,1
,,,iceland ear,1
,,,ear les,1
,,,les fiscal,1
,,,fiscal fiscal,1
,,,fiscal thereafter,1
,,,thereafter loan,1
,,,guarantee epact,1
,,,epact authorize,1
,,,department issue,1
,,,guarantee eligible,1
,,,compared technology,1
,,,issued may,1
,,,may department,1
,,,department issued,1
,,,issued notice,1
,,,notice proposed,1
,,,proposed rulemaking,1
,,,rulemaking establish,1
,,,establish loan,1
,,,program comial,1
,,,comial save,1
,,,save twice,1
,,,twice amount,1
,,,amount oil,1
,,,oil currently,1
,,,currently import,1
,,,import persian,1
,,,persian gulf,1
,,,gulf reduce,1
,,,pollution percent,1
,,,percent need,1
,,,need save,1
,,,including representative,1
,,,representative soli,1
,,,provide tool,1
,,,tool resource,1
,,,resource train,1
,,,worker needed,1
,,,bring green,1
,,,green revolution,1
,,,community fall,1
,,,fall congres,1
,,,congres opportunity,1
,,,opportunity pas,1
,,,pas energy,1
,,,significant contri,1
,,,contri unity,1
,,,unity children,1
,,,children better,1
,,,better economic,1
,,,opportunity like,1
,,,like lend,1
,,,lend support,1
,,,support testimony,1
,,,testimony van,1
,,,van jone,1
,,,jone president,1
,,,president ella,1
,,,ella baker,1
,,,baker center,1
,,,center human,1
,,,human right,1
,,,right came,1
,,,came committee,1
,,,committee may,1
,,,may outlined,1
,,,outlined national,1
,,,give ordinary,1
,,,ordinary shot,1
,,,shot lifelong,1
,,,lifelong career,1
,,,career growing,1
,,,economy congres,1
,,,congres craft,1
,,,craft action,1
,,,action plan,1
,,,plan global,1
,,,warming must,1
,,,impact plan,1
,,,plan poor,1
,,,poor financial,1
,,,financial resource,1
,,,resource provide,1
,,,provide economic,1
,,,opportunity avoid,1
,,,avoid economic,1
,,,economic burdensmoment,1
,,,burdensmoment first,1
,,,first among,1
,,,among equal,1
,,,equal mayor,1
,,,nickel seattle,1
,,,seattle really,1
,,,really spark,1
,,,spark plugged,1
,,,plugged effort,1
,,,effort book,1
,,,book written,1
,,,written succeeded,1
,,,succeeded grant,1
,,,grant youll,1
,,,youll first,1
,,,first chapter,1
,,,chapter thank,1
,,,thank work,1
,,,work want,1
,,,want point,1
,,,job successe,1
,,,successe youve,1
,,,youve appreciate,1
,,,appreciate way,1
,,,way mayor,1
,,,mayor dont,1
,,,dont let,1
,,,let mcdermott,1
,,,mcdermott steal,1
,,,steal whole,1
,,,whole city,1
,,,city mayor,1
,,,mayor manuel,1
,,,manuel diaz,1
,,,diaz miami,1
,,,miami done,1
,,,great work,1
,,,work recently,1
,,,recently announced,1
,,,announced sustainable,1
,,,sustainable principle,1
,,,principle sustainability,1
,,,sustainability principle,1
,,,principle west,1
,,,west north,1
,,,north south,1
,,,south feel,1
,,,feel way,1
,,,need federal,1
,,,federal action,1
,,,action putting,1
,,,putting brake,1
,,,brake global,1
,,,warming environmental,1
,,,environmental imperative,1
,,,imperative national,1
,,,imperative economic,1
,,,imperative fact,1
,,,going oil,1
,,,oil gusher,1
,,,gusher st,1
,,,century creating,1
,,,america farm,1
,,,farm job,1
,,,job factory,1
,,,factory job,1
,,,job sale,1
,,,sale job,1
,,,job management,1
,,,management job,1
,,,huge industry,1
,,,want company,1
,,,move oversea,1
,,,oversea employee,1
,,,employee feel,1
,,,feel breathe,1
,,,breathe cleaner,1
,,,cleaner air,1
,,,air world,1
,,,world superpower,1
,,,superpower pioneer,1
,,,pioneer im,1
,,,im afraid,1
,,,afraid keep,1
,,,keep losing,1
,,,losing oppo,1
,,,oppo e,1
,,,e seek,1
,,,seek environmentally,1
,,,friendly sustainable,1
,,,sustainable climate,1
,,,climate protection,1
,,,protection policy,1
,,,program community,1
,,,community america,1
,,,believe partnership,1
,,,partnership necessary,1
,,,necessary help,1
,,,help competitive,1
,,,competitive worldwide,1
,,,worldwide race,1
,,,race develop,1
,,,generation green,1
,,,cant outsource,1
,,,outsource government,1
,,,government leader,1
,,,leader know,1
,,,know level,1
,,,level part,1
,,,part mayor,1
,,,mayor believe,1
,,,believe short,1
,,,term best,1
,,,best way,1
,,,way organize,1
,,,organize gras,1
,,,gras root,1
,,,root community,1
,,,led initiative,1
,,,initiative mayor,1
,,,mayor clima,1
,,,clima k,1
,,,k grant,1
,,,grant dramatically,1
,,,dramatically accelerate,1
,,,accelerate expand,1
,,,expand local,1
,,,make gain,1
,,,gain protecting,1
,,,protecting climate,1
,,,climate addition,1
,,,addition block,1
,,,grant want,1
,,,call attention,1
,,,attention key,1
,,,key initiative,1
,,,initiative pending,1
,,,pending energy,1
,,,legislation green,1
,,,initiative added,1
,,,added support,1
,,,support public,1
,,,public transit,1
,,,transit expanded,1
,,,expanded tax,1
,,,incentive alternative,1
,,,source new,1
,,,efficient standard,1
,,,standard appliance,1
,,,appliance light,1
,,,bulb building,1
,,,building tax,1
,,,credit bond,1
,,,bond support,1
,,,support large,1
,,,large capital,1
,,,capital improvement,1
,,,improvement city,1
,,,city er,1
,,,er city,1
,,,city seattle,1
,,,seattle way,1
,,,way meridian,1
,,,meridian mississippi,1
,,,mississippi trenton,1
,,,jersey country,1
,,,country good,1
,,,good want,1
,,,want country,1
,,,country safe,1
,,,safe secure,1
,,,secure getting,1
,,,getting foreign,1
,,,oil dependence,1
,,,job essential,1
,,,essential city,1
,,,city trenton,1
,,,jersey create,1
,,,create whole,1
,,,whole new,1
,,,market source,1
,,,help middle,1
,,,clas stretch,1
,,,stretch economy,1
,,,economy produce,1
,,,produce sustainable,1
,,,america america,1
,,,america lead,1
,,,lead way,1
,,,way initiative,1
,,,initiative im,1
,,,im quite,1
,,,sure show,1
,,,show make,1
,,,green china,1
,,,india tting,1
,,,tting job,1
,,,im worried,1
,,,worried prescription,1
,,,prescription drug,1
,,,drug help,1
,,,help energy,1
,,,energy block,1
,,,grant help,1
,,,help give,1
,,,give resource,1
,,,resource mayor,1
,,,mayor waiting,1
,,,waiting thing,1
,,,say create,1
,,,career looking,1
,,,looking solar,1
,,,panel putting,1
,,,putting solar,1
,,,roof looking,1
,,,looking way,1
,,,way install,1
,,,install compact,1
,,,compact florescent,1
,,,florescent light,1
,,,bulb senior,1
,,,senior citizen,1
,,,citizen creating,1
,,,challenge going,1
,,,going quite,1
,,,frankly telling,1
,,,telling citizen,1
,,,citizen whether,1
,,,whether busines,1
,,,community really,1
,,,really make,1
,,,money going,1
,,,green talking,1
,,,talking people,1
,,,people low,1
,,,neighborhood get,1
,,,challenge think,1
,,,important show,1
,,,strong leadership,1
,,,leadership mayor,1
,,,mayor cant,1
,,,cant alone,1
,,,alone youre,1
,,,youre action,1
,,,action taking,1
,,,taking hearing,1
,,,hearing w,1
,,,w cant,1
,,,cant outsourced,1
,,,outsourced rd,1
,,,rd mayor,1
,,,mayor bloomberg,1
,,,bloomberg talking,1
,,,talking create,1
,,,job university,1
,,,university ultimately,1
,,,ultimately businesse,1
,,,businesse take,1
,,,take research,1
,,,research put,1
,,,put application,1
,,,application think,1
,,,think great,1
,,,think exciting,1
,,,exciting thing,1
,,,thing future,1
,,,country walden,1
,,,walden know,1
,,,know time,1
,,,time expire,1
,,,expire final,1
,,,question seriou,1
,,,seriou question,1
,,,question measure,1
,,,measure carbon,1
,,,carbon output,1
,,,output city,1
,,,city understan,1
,,,understan sulfur,1
,,,sulfur dome,1
,,,dome turn,1
,,,turn know,1
,,,know inspector,1
,,,inspector coming,1
,,,coming reduce,1
,,,reduce efficiency,1
,,,efficiency plant,1
,,,plant ever,1
,,,ever global,1
,,,global problem,1
,,,problem part,1
,,,part struggle,1
,,,struggle piece,1
,,,piece potentially,1
,,,potentially losing,1
,,,necessarily creating,1
,,,think wonderful,1
,,,wonderful opportunity,1
,,,opportunity dont,1
,,,wrong know,1
,,,know manufacturing,1
,,,going chase,1
,,,chase cheap,1
,,,cheap power,1
,,,power cheap,1
,,,cheap natural,1
,,,gas cheap,1
,,,cheap labor,1
,,,labor ship,1
,,,ship come,1
,,,come watch,1
,,,watch bringing,1
,,,bringing lot,1
,,,lot goo,1
,,,goo movement,1
,,,movement signed,1
,,,signed agreement,1
,,,government unfortunately,1
,,,unfortunately national,1
,,,government germany,1
,,,germany united,1
,,,united kingdom,1
,,,kingdom making,1
,,,making every,1
,,,every effort,1
,,,effort work,1
,,,work state,1
,,,state florida,1
,,,florida create,1
,,,show done,1
,,,done country,1
,,,country florida,1
,,,florida need,1
,,,leadership cant,1
,,,cant thing,1
,,,thing sure,1
,,,know quite,1
,,,quite get,1
,,,way ever,1
,,,ever ctoward,1
,,,ctoward six,1
,,,salary chairman,1
,,,chairman corker,1
,,,corker make,1
,,,make six,1
,,,salary laughter,1
,,,laughter chairman,1
,,,chairman make,1
,,,make wyden,1
,,,wyden wyden,1
,,,wyden thank,1
,,,thank panelist,1
,,,panelist sense,1
,,,sense green,1
,,,huge magnet,1
,,,magnet economic,1
,,,development good,1
,,,country future,1
,,,future sense,1
,,,sense really,1
,,,really lagging,1
,,,lagging behind,1
,,,behind term,1
,,,term getting,1
,,,getting good,1
,,,number going,1
,,,going area,1
,,,ive appreciated,1
,,,appreciated chairman,1
,,,chairman bingaman,1
,,,bingaman leadership,1
,,,area know,1
,,,know already,1
,,,already tasked,1
,,,tasked department,1
,,,department ener,1
,,,ener actor,1
,,,actor facility,1
,,,making twice,1
,,,twice much,1
,,,money average,1
,,,average wage,1
,,,wage state,1
,,,state idaho,1
,,,idaho take,1
,,,take traditional,1
,,,traditional skill,1
,,,skill madame,1
,,,madame corker,1
,,,corker appropriately,1
,,,appropriately say,1
,,,say make,1
,,,make cool,1
,,,cool skill,1
,,,skill related,1
,,,green country,1
,,,country want,1
,,,go construction,1
,,,worker erect,1
,,,erect standard,1
,,,standard put,1
,,,put wind,1
,,,turbine making,1
,,,making good,1
,,,good money,1
,,,money potential,1
,,,potential benefit,1
,,,benefit might,1
,,,might viewed,1
,,,viewed sweat,1
,,,sweat brow,1
,,,brow kind,1
,,,kind labor,1
,,,force compared,1
,,,compared demand,1
,,,production exploding,1
,,,exploding recent,1
,,,recent instance,1
,,,instance projected,1
,,,projected percent,1
,,,percent annual,1
,,,annual growth,1
,,,industry something,1
,,,something home,1
,,,jersey interested,1
,,,interested many,1
,,,come course,1
,,,course creating,1
,,,job great,1
,,,great economy,1
,,,economy environment,1
,,,environment wonder,1
,,,wonder department,1
,,,labor done,1
,,,done ensure,1
,,,ensure new,1
,,,seeker actually,1
,,,actually get,1
,,,get reached,1
,,,reached underemployed,1
,,,underemployed community,1
,,,community example,1
,,,example administration,1
,,,support sander,1
,,,sander clinton,1
,,,clinton energy,1
,,,development amendment,1
,,,amendment energy,1
,,,provide mill,1
,,,mill ion,1
,,,ion develop,1
,,,develop green,1
,,,program initiative,1
,,,initiative regard,1
,,,regard derocco,1
,,,derocco let,1
,,,let start,1
,,,start thank,1
,,,thank asking,1
,,,asking important,1
,,,important question,1
,,,question new,1
,,,jersey hope,1
,,,hope aware,1
,,,aware three,1
,,,three wired,1
,,,wired region,1
,,,region new,1
,,,jersey h,1
,,,h uge,1
,,,uge contributor,1
,,,contributor learning,1
,,,learning wired,1
,,,wired initiative,1
,,,much focused,1
,,,energy among,1
,,,among strategy,1
,,,strategy assure,1
,,,assure untapped,1
,,,pool focu,1
,,,focu education,1
,,,training provide,1
,,,new employment,1
,,,opportunity long,1
,,,term career,1
,,,career many,1
,,,many previously,1
,,,previously marginalized,1
,,,marginalized workforce,1
,,,workforce home,1
,,,state looking,1
,,,looking definitively,1
,,,definitively opportunity,1
,,,opportunity untapped,1
,,,pool say,1
,,,say nationally,1
,,,nationally emographic,1
,,,emographic workforce,1
,,,workforce opportunity,1
,,,opportunity really,1
,,,really engage,1
,,,engage formerly,1
,,,formerly marginalized,1
,,,marginalized think,1
,,,think alternative,1
,,,alternative green,1
,,,area going,1
,,,going exploding,1
,,,exploding area,1
